FIB_slow1	FIB_slow2	FIB_slow3	FIB_slow4	FIB_m1	FIB_m2	FIB_fast1	FIB_fast2	FIB_fast3	FIB_fast4
ENSMUSG00000093124	10.3662427898005	0	0	0	2	1.37678235787133	4.75755076274826	2	0	1.26193707004309
ENSMUSG00000093125	23.1903862520223	48.9324126982636	1.12656052749355	6.48876112940559	32.9077101294039	48.3233739875209	28.6304710712151	20.6084570751817	3.79843749336201	13.5291743839216
ENSMUSG00000093128	10.4728927819128	2.73153162264172	3.35210300137498	2.92194098229724	9.88819356280724	12.124953703062	6.28171338516649	2.11702735974535	0	0
ENSMUSG00000093129	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093132	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093133	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093134	2.6941959737975	4.01756614868964	4.59066705220473	2.4372538148071	2.2753459477276	2.07907876386415	1.89892944598994	4.47456244328945	1.15189346245351	0
ENSMUSG00000093137	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000093138	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093139	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093140	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093142	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093147	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000093148	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093149	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093152	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093153	2	0	1	0	0	0	1	0	0	0
ENSMUSG00000093155	0	1.12904313681703	0	0.973262007574032	0	0	1.04671470700034	0	0	0
ENSMUSG00000093156	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093157	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093158	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093159	3.00350926124251	1.25218049560233	0	1	0	5.00468811648915	3.99485803589871	3.02914678299335	0	0
ENSMUSG00000093160	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093161	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093162	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093163	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000093164	13.7114018391753	14.3860039788011	25.4461975976863	15.896099126621	27.553160768568	12.8072898910508	17.1473205071344	19.2339621922145	24.4405253522675	5.08785556369476
ENSMUSG00000093165	44.4285219210591	58.0094633165428	4.30406628088092	27.4407941961949	31.6723761606196	49.9817920425871	30.5978477905469	47.0634082441529	0	23.0908331507953
ENSMUSG00000093167	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093168	0	1.41898323005989	0	1.11997230815703	2.9180519891615	0	1.60719752138245	0	0	0
ENSMUSG00000093169	0	2	0	0	3	1	1	0	0	1
ENSMUSG00000093170	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093172	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093173	1.02058886294926	3.18293210332678	0	0	2.03890490901517	4.58581177099397	0	2.09967263109565	0	0
ENSMUSG00000093176	0	1	2	0	3	0	0	0	0	2
ENSMUSG00000093177	0	0	0	1.23094460816442	1	1.05202778456686	1.03378592953352	0.932240070199108	2.03329260314484	0
ENSMUSG00000093178	26	8	3	4	39	15	37	33	3	9
ENSMUSG00000093180	6	4	0	0	8	0	8.3703341986133	11.1475170672453	0	3.41241394261108
ENSMUSG00000093183	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093184	0	1.07467092734467	1.15631861032667	1.03297234818419	0	1.187043684609	0	0	0	0
ENSMUSG00000093185	0	0	0	0	0	0	0	0	0.00374354588597923	0
ENSMUSG00000093187	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093189	0	1	0	0	4	1	4	0	0	1
ENSMUSG00000093190	14.3307902079618	4.06762883545086	3.56683594737585	5.41091083402967	6.93496714739616	10.2360837080315	4.7021119343592	17.5912540044979	2.28016648004718	5.12812540873308
ENSMUSG00000093191	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093192	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093202	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093203	26.7688840098842	20.0685738524065	7.84275409726525	5.87299789263774	61.0081130645097	3.23918063522963	19.3874547564079	68.3645281229204	9.26080279355751	10.432902702658
ENSMUSG00000093206	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093207	0.16231077974136	0.123561445096003	0.10062653406937	0.10667160240413	0	0	0.0678392901464126	0.256835932658365	0	0.130599500881855
ENSMUSG00000093208	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093211	0	3.85032337051345	0	0	0	0.949140519988358	0	0	0	0
ENSMUSG00000093212	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093214	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093215	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093216	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093217	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093218	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093219	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093221	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093223	7.40463804165439	9.04210290201355	8.4249977319906	0	7.47372145077854	10.0333021201789	4.12919016954844	3.85814843327093	5.37187080204153	2.30899841282706
ENSMUSG00000093224	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093226	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093227	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093228	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093230	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093231	2.38889590203069	4.41299370572538	0	3.01514262518092	3.85280164672111	0	1.63693323812289	5.19898309524956	0	1.23269648809573
ENSMUSG00000093232	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093234	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093236	0	1	0	0	1	3	1	0	0	0
ENSMUSG00000093238	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093239	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000093240	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093241	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000093242	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093243	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000093245	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093246	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093249	19.3802769733745	11.1959757246683	2.35210933337984	5.11954200320959	6.45067003574704	11.0125812441033	11.2300944964805	20.9638756465433	3.77091673237125	3.01379314915523
ENSMUSG00000093251	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093254	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093256	3	1	0	2	6	4	2.9524513340186	2	3.98660753300781	1
ENSMUSG00000093258	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093260	3.66581593844704	2.87108109227669	0	0	2.3467353992287	3.55321830024353	3.23762047191955	2.58229493077358	0	0
ENSMUSG00000093261	1.14659132854688	0	0	0	0	3.02320181094379	0.314360624162261	5	0	0
ENSMUSG00000093262	21.7002758084604	34.2957363851028	9.97806825548597	6.84088875884481	15.9480122046725	33.0317271563309	19.5034228585187	21.9071046236608	0	9.02914496582089
ENSMUSG00000093264	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093266	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093269	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093270	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093271	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093273	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093274	0.16231077974136	0.123561445096003	0.10062653406937	0.10667160240413	0	0	0.0678392901464126	0.256835932658365	0	0.130599500881855
ENSMUSG00000093276	7.860828157029	5.27999961422549	5.42495321369801	9.25059318413225	11.87704444007	9.97172397416363	13.013688072456	13.5245147278526	1.41922702110712	2.1342697686
ENSMUSG00000093277	0	0	1	0	1.01941966099388	3.17596238698962	2.03636363636364	0	0	0
ENSMUSG00000093278	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093279	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093280	0.127572989744805	0	0	0	0	0	0	0	0	0
ENSMUSG00000093281	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093282	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093283	5	4	0	0	7	3	3	3	0	0
ENSMUSG00000093286	4.28855765009697	0	0	0	0	4.20269784947122	14.1038736206519	4.47474604265336	0	0
ENSMUSG00000093289	0	0	0	3	0	0	0	0	2	0
ENSMUSG00000093290	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093291	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093292	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093293	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093294	0	0	0	0.499971334776195	0	0	0	0	0	0
ENSMUSG00000093296	0	0.863665265888947	0	0	0.642099251982507	0	0	0	0	0
ENSMUSG00000093298	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093300	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093301	9.86199317508586e-07	0	7.82141865643683e-07	2.4540306880147	9.30147095823657	6.50374744780437e-06	0	8.90730856249851	2.91995891647239	1.54221006802205
ENSMUSG00000093302	11.2204968264457	7.84029523676607	4.55100430774196e-05	1.72045680454739	2.53785261518825	4.15178781428006	5.62461871410764	8.26028275584297	6.58087571675824	0
ENSMUSG00000093303	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093306	9.86199317508586e-07	0	7.82141865643683e-07	2.4540306880147	9.30147095823657	6.50374744780437e-06	0	8.90730856249851	2.91995891647239	1.54221006802205
ENSMUSG00000093311	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093314	4	4	0	0	4	1	14	12	6	3
ENSMUSG00000093315	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093317	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093319	15.3811573156704	17.7380469462884	12.5838201450041	5.39266092791413	2.131505133562	21.6921943780274	6.56041160258046	10.7502502149009	7.68862454384158	1.91595657220578
ENSMUSG00000093322	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000093323	1	0	0	0	0	1	0	1	0	0
ENSMUSG00000093325	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093327	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093329	0.16231077974136	0.123561445096003	0.10062653406937	0.10667160240413	0	0	0.0678392901464126	0.256835932658365	0	0.130599500881855
ENSMUSG00000093331	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093334	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000093335	0	0	1.13771306975108	0	6.46954059602359	1.33868026570988	2.74851465934762	11.3176445802092	1.19864301436968	0
ENSMUSG00000093336	6	2	4	2	1	1	3	1	1	1
ENSMUSG00000093338	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093340	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093341	1	0.951250729809145	0	0	0.934420557144092	0	0	0	0	0
ENSMUSG00000093342	1	0	2	0	0	0	1	0	1	0
ENSMUSG00000093344	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093345	18.2626491791277	9.59557738289188	0	1.15628192279095	18.2209542200321	19.7552625721423	32.6199081571675	22.5789793231026	14.2983319906247	16.7734385631502
ENSMUSG00000093346	3	2	1	1	0	0	2	2	1	2
ENSMUSG00000093348	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093351	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093352	5	1	0	3	2	1.09686237364272	3.5894719508293	3.94557618496762	5	5.43052753589239
ENSMUSG00000093354	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093355	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093356	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093358	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093359	0.16231077974136	0.123561445096003	0.10062653406937	0.10667160240413	0	0	0.0678392901464126	0.256835932658365	0	0.130599500881855
ENSMUSG00000093362	0	1.87194974310635	0	0	3.36215966318223	0	0.987418547167982	4.1913770753872	0	0
ENSMUSG00000093363	13.3385631466339	0	13.3069796817347	10.9409673370996	5.09908612895304	9.50294617673077	31.7799373566274	12.122816211697	0	6.16513742766927
ENSMUSG00000093365	0.728662760529398	0	0	0	0	0.511988314884347	0	0	0	0
ENSMUSG00000093368	0	0.917338727875851	0	2.00500110964305	2.29074871608713	0	0	2.98309559148226	0	0.882797779634855
ENSMUSG00000093373	0	0	0	0	0	0.666666666666667	0	0.333333333333333	0	0
ENSMUSG00000093376	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093378	7.31628203421161	13.1450571496719	11.6812655207663	0	12.3261494559015	4.60133418941136	7.65623732759641	8.0447532808044	1.42524264756645	5.8114123987695
ENSMUSG00000093379	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093380	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000093381	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093382	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093383	0	0	2	0	0	0	1	0	0	0
ENSMUSG00000093384	0	0	0	0	0	0	0	0	5.78795789788363	3.55613185710551
ENSMUSG00000093385	63.7054396258412	64.8934806649249	12.0359744833872	11.884546182593	58.0391912562195	46.0956395748426	46.8927322468197	60.3982010447134	15.5612870044497	13.3546309976468
ENSMUSG00000093386	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093387	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000093388	5.99302045934789	4	0.93873113965252	2	10	12	11	3.56248077086588	2	4
ENSMUSG00000093390	7.08086529929059	9.1012832849386	5.01780975329018	12.0685962813144	5.10364625628458	10.1423734407349	6.0998374746737	4.07163813073364	5	2.02038885691212
ENSMUSG00000093392	0	0	0.0005310269021969	0	0	0	0	0	0	0
ENSMUSG00000093394	3	2	0	4	5	5	3	3	2	2
ENSMUSG00000093395	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093397	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093398	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093400	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093401	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093402	7.99025426754517	0	0	0	0	0	0	0	0	0
ENSMUSG00000093403	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000093404	69.8933005445045	107.842294736821	61.9350234823281	36.6282341152158	108.01688464329	83.8115879193427	116.751206375549	105.752746534594	22.6009845597655	49.0824202106387
ENSMUSG00000093405	13	22	11	14	12	13	11	19	4	5
ENSMUSG00000093406	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093408	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093409	25.5669845922952	23.7932335231995	14.8336523080345	6.41654828459352	42.7478534273115	55.2894405992042	42.2680425561185	48.25261470986	11.7348209093238	12.9571569023144
ENSMUSG00000093410	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000093413	0	1	0	1	5	1	4	4.59473202648036	0	1.80337872249328
ENSMUSG00000093414	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093416	10.3234987526653	29.5999806813853	7.35380217376691	10.3420950044098	25.1942285267475	20.4468625891446	21.1265059769703	22.952916668459	13.5012698630148	10.5507879499682
ENSMUSG00000093419	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093420	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093421	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093424	21.9588469466801	26.7456301929289	27.918573644803	25.573628383856	30.8690073299811	26.6870892272073	40.3515811290312	29.3354499601724	40	62.6278615378388
ENSMUSG00000093426	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093427	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093428	2.92134349560452	2.01427453546026	0	0	0	6.56102363281463	0	0	0	0
ENSMUSG00000093429	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000093433	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093434	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093436	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093437	1.03317627184283	0	0	1.01256155637096	1.02159555251429	1.02513138661417	1.02535202959403	0	0	0
ENSMUSG00000093441	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000093443	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093444	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093445	921.819033383379	856.891187663742	1041.89207430939	1300.54517833158	853.31079581196	964.582706786889	866.699091338662	930.81208733376	658.762877440977	854.183979800687
ENSMUSG00000093446	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093447	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093449	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093452	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093453	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000093454	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093456	2.37039825094964	0	1.23351639955474	0	4.31238618045567	0	1.57715459648053	0	0	7.44841788550091
ENSMUSG00000093458	1	0	0	1	0	0	1	0	0	1
ENSMUSG00000093459	18.094375343792	6.20818630544215	12.1027894054733	17.7014378374506	18.2397683163494	7.33270142585959	20.0805298494203	21.5447945750026	10.3462438758889	9.30142171486649
ENSMUSG00000093460	8.2790759864842	1.1434978401139	6.14196705096194	1.23941252521156	4.42758292471211	11.7391214799667	11.4350076951055	7.19458445255862	2.03343333565334	7.4737805803414
ENSMUSG00000093461	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093465	3	2	2	0	1	2	1	1	0	0
ENSMUSG00000093467	49.3215835594117	5.42598573331175	0	0	2.37874426730257	6.55533439903826	3.33056685327134	5.81769566324409	0	0
ENSMUSG00000093469	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093472	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093473	1.00102361597867	0	0	0	0	0	0	0	0	0
ENSMUSG00000093474	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093476	0	1.10594480111396	0	0	1.13991496414394	1.12271948109606	0	1.01883850492978	0	0
ENSMUSG00000093479	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093480	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093482	0	0	2	0	3	0	0	4	0	0
ENSMUSG00000093483	62.8894283672877	46.7034346104235	41.6944756340625	44.6758174588242	51.9864778660463	79.0294441708365	51.3494858092516	72.9391892251382	47.8548725118549	48.6383481109083
ENSMUSG00000093484	0	0	0	1.99782731888814	2.28768160121904	0	0	0	0	0
ENSMUSG00000093485	19.0402971642029	0	0	3.71245779287277	3.62563116904982	0	15.1195098250937	5.95718216668389	0	5.03044037044396
ENSMUSG00000093487	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093489	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093490	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000093492	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093493	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093495	5.06749907998803	3.17851058540356	0	4.34925122520699	3.20210812241859	2.85379344875972	4.23374840921563	1.90266866352493	0	0
ENSMUSG00000093497	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093498	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093499	13.9167290164899	16.8886097581539	10.8178837551642	8.39355165450452	25.7647727795891	18.751235679143	26.9595041802118	26.3053009537711	4.91214468705337	9.84764689348772
ENSMUSG00000093501	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093502	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093503	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093504	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093505	0	0	0	0	0	0	0	0	0.194823844580257	0
ENSMUSG00000093507	4.15212451837869	3.96514785392589	7.04056550420927	1	4.24403710176908	8	8	6.8937515480998	3	0
ENSMUSG00000093508	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093509	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093510	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093513	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093514	4.33721649144127	3.25411544220503	10.2749262105087	3.72904723976356	6.24251257499962	3.27110381861577	10.9699492138141	5.40593182574852	11.019175386664	6.12209447191344
ENSMUSG00000093515	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093516	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093518	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093519	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093520	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093522	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093525	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093528	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093529	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093530	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093531	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093533	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093534	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093535	5.25966984570786	8.70584082533881	0	5.43549485472643	4.2877382612699	7.38229602433504	12.0940987156121	1.30375006688039	0	5.54194261643418
ENSMUSG00000093536	1	5	1	6	5	10	2	6	3	6
ENSMUSG00000093537	0	0	1.01480633676771	0	0	1.06444049059286	2.20525566373787	1.03329596605707	0	0
ENSMUSG00000093538	2.0614736620253	3.13824850821083	0	1.1431212514558	4.16144886296926	0	4.02996715043127	3	0	0
ENSMUSG00000093539	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000093540	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093541	0	0	0	0	0	3.02442565146433	0	0	0	1.00319438570863
ENSMUSG00000093543	13	7	7	4	3	10	6	11	11.1749382588686	12
ENSMUSG00000093544	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093545	0	3.14278234759109	0	0	0	0	1.04653657227867	0	0	0
ENSMUSG00000093546	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093547	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093548	0	0	0	0	2.003926853199	0	0	0	0	0
ENSMUSG00000093549	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093550	0.758058755261419	1	0	0	0	0	0	1	0	0
ENSMUSG00000093551	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093552	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093553	83.2224632260483	67.7994462188053	56.2765646425	79.1937948441862	62.4915465039836	92.2486490184818	103.481557264958	72.7818210412006	68.5866348407905	65.0083027912615
ENSMUSG00000093554	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093556	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093557	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093559	0	2	4	0	1	0	1	1	2	3.05244624674806
ENSMUSG00000093560	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093562	1	0	0	0	0	0	0	0	3	0
ENSMUSG00000093563	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093564	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093565	66	57.4466267476027	86	100	93	128	203.881784145715	214	225	211
ENSMUSG00000093567	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093568	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093570	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093571	0	0.227943227732886	0	0	0.579577835082146	0.192971035465786	0.187971184955321	1.95176518651195	0	0
ENSMUSG00000093572	11.9434802921194	11.3301221500031	2.00790539191004	2.90770429316182	10.3616045965779	3.82535001619661	9.40851850689609	18.9645707561347	1.00181775142742	6.26781059358975
ENSMUSG00000093573	0	0	7	0	1	3	1.00056312304857	5	0	2
ENSMUSG00000093574	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093575	0	19.0225232942485	6.99262764183121	5.16240875633583	28.4247454083669	34.5981899507415	17.7845118973066	22.6123497674931	7.5526984704136	41.5396008933062
ENSMUSG00000093577	112.748208848227	82.5836374035786	75.0254197527765	102.011441217768	141.380854013211	145.653310978839	100.020562889627	111.638875864357	56.6426283588239	87.8450701139912
ENSMUSG00000093579	35.4318512285529	33	28	34.6103937533389	54	54	43.2427333314459	23.5141659647693	36	28
ENSMUSG00000093580	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093581	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093582	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093584	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093587	69.413475223485	58.1536980945559	156.692058430012	130.135662463824	67.5241333269922	94.263893378486	75.9780477521749	109.28060822943	110.440773725145	154.420913009414
ENSMUSG00000093588	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093589	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093590	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000093592	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093593	66.163198057564	81.0049521451971	165.289876951488	152.078757277935	76.1915103883828	90.4924130243935	162.358438281265	73.2863108202702	163.848308939542	189.315827077704
ENSMUSG00000093594	25.3034316639204	25.4131697283278	18.5048105231906	19.5062653034598	23.1589597733166	40.9265777720404	26.2316516916647	37.939293807003	23.9773662715795	29.437929687017
ENSMUSG00000093595	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000093598	5.14492616134698	3.2085904262241	5.04378848861446	1.72639657666063	0	0	0	3.21636569374814	0	0
ENSMUSG00000093599	0	0	1.19989762376707	0	0	0	0	4.21841302577526	0	0
ENSMUSG00000093601	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000093602	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093606	24.71961314304	18.5773368744699	9.85725366829935	17.0443158542121	17.8711719007657	20.7508288894804	19.6776406964548	27.3134776255168	11.6362282378686	21.4938473703865
ENSMUSG00000093607	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093610	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093614	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000093615	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093616	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093617	2.39801729308195	1.0804040492471	0	0	2.31347065644269	0	0	1.01694701874379	0	0
ENSMUSG00000093618	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093619	1	1	3	2	0	0	0	0	0	1
ENSMUSG00000093621	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093622	0	1	0	0	0	0	0	2	0	0
ENSMUSG00000093623	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093624	0	0	0	0	1	1	0	1	0	1
ENSMUSG00000093625	0	0	0	0	0	0	0	3.36771827096469	0	0
ENSMUSG00000093626	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093627	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093628	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093629	48.3318330557925	59.082389630821	24.0556072490158	50.2928095499878	41.293385920474	58.7154958614061	43.6001713159364	43.2804587249685	27.8029726394901	40.6652252844416
